scenario_id,sample_index,option,connectedness,include_controversial,include_extended,include_network,occupants,occupant_age,occupant_job,occupant_health,occupant_criminal,occupant_legal_fault,occupant_risk,occupant_pregnant,occupant_species,occupant_network,pedestrians,pedestrian_age,pedestrian_job,pedestrian_health,pedestrian_criminal,pedestrian_legal_fault,pedestrian_risk,pedestrian_pregnant,pedestrian_species,pedestrian_network,severity,certainty,total_people,life_years_lost,expected_harm
scenario-628,628,option2,Medium (+ Occupation/Health/Criminal),1,0,0,0,0,average,healthy,none,legal,normal,0,human,none,2,25,caregiver,healthy,minor,fleeing,extreme,0,petDog,partner,moderate,99,2,32.928,32.5987
scenario-628,628,option1,High (+ Legal/Pregnancy/Species),1,1,0,3,35,uniqueExpert,terminal,violent,fleeing,extreme,1,petCat,parent,0,0,average,healthy,none,legal,normal,0,human,none,fatal,77,3,1.7132,1.3191
scenario-628,628,option2,High (+ Legal/Pregnancy/Species),1,1,0,0,0,average,healthy,none,legal,normal,0,human,none,2,25,caregiver,healthy,minor,fleeing,extreme,0,petDog,partner,moderate,99,2,0.4116,0.4075
scenario-628,628,option1,Maximum (+ Network Effects),1,1,1,3,35,uniqueExpert,terminal,violent,fleeing,extreme,1,petCat,parent,0,0,average,healthy,none,legal,normal,0,human,none,fatal,77,3,2.2271,1.7149
scenario-628,628,option2,Maximum (+ Network Effects),1,1,1,0,0,average,healthy,none,legal,normal,0,human,none,2,25,caregiver,healthy,minor,fleeing,extreme,0,petDog,partner,moderate,99,2,0.4528,0.4482
scenario-629,629,option1,None (Demographic-Blind),0,0,0,3,21,professional,healthy,property,fleeing,innocent,0,human,primaryCaregiver,3,12,lifesaving,healthy,minor,fleeing,risky,0,livestock,none,minor,73,6,20.55,15.0015
scenario-629,629,option2,None (Demographic-Blind),0,0,0,2,50,primaryResearcher,terminal,none,legal,risky,0,human,soleParent,1,44,skilled,chronic,violent,dui,risky,0,petDog,primaryCaregiver,critical,85,3,88.8,75.48
scenario-629,629,option1,Low (Age Only),0,0,0,3,21,professional,healthy,property,fleeing,innocent,0,human,primaryCaregiver,3,12,lifesaving,healthy,minor,fleeing,risky,0,livestock,none,minor,73,6,20.55,15.0015
scenario-629,629,option2,Low (Age Only),0,0,0,2,50,primaryResearcher,terminal,none,legal,risky,0,human,soleParent,1,44,skilled,chronic,violent,dui,risky,0,petDog,primaryCaregiver,critical,85,3,88.8,75.48
scenario-629,629,option1,Medium (+ Occupation/Health/Criminal),1,0,0,3,21,professional,healthy,property,fleeing,innocent,0,human,primaryCaregiver,3,12,lifesaving,healthy,minor,fleeing,risky,0,livestock,none,minor,73,6,26.6949,19.4873
scenario-629,629,option2,Medium (+ Occupation/Health/Criminal),1,0,0,2,50,primaryResearcher,terminal,none,legal,risky,0,human,soleParent,1,44,skilled,chronic,violent,dui,risky,0,petDog,primaryCaregiver,critical,85,3,47.2291,40.1448
scenario-629,629,option1,High (+ Legal/Pregnancy/Species),1,1,0,3,21,professional,healthy,property,fleeing,innocent,0,human,primaryCaregiver,3,12,lifesaving,healthy,minor,fleeing,risky,0,livestock,none,minor,73,6,5.4119,3.9507
scenario-629,629,option2,High (+ Legal/Pregnancy/Species),1,1,0,2,50,primaryResearcher,terminal,none,legal,risky,0,human,soleParent,1,44,skilled,chronic,violent,dui,risky,0,petDog,primaryCaregiver,critical,85,3,19.2433,16.3568
scenario-629,629,option1,Maximum (+ Network Effects),1,1,1,3,21,professional,healthy,property,fleeing,innocent,0,human,primaryCaregiver,3,12,lifesaving,healthy,minor,fleeing,risky,0,livestock,none,minor,73,6,8.0615,5.8849
scenario-629,629,option2,Maximum (+ Network Effects),1,1,1,2,50,primaryResearcher,terminal,none,legal,risky,0,human,soleParent,1,44,skilled,chronic,violent,dui,risky,0,petDog,primaryCaregiver,critical,85,3,30.7466,26.1346
scenario-630,630,option1,None (Demographic-Blind),0,0,0,0,0,average,healthy,none,legal,normal,0,human,none,5,75,uniqueExpert,chronic,property,jaywalking,consented,0,livestock,soleParent,critical,72,5,40,28.8
scenario-630,630,option2,None (Demographic-Blind),0,0,0,1,42,lifesaving,terminal,violent,jaywalking,normal,0,petCat,none,5,11,average,terminal,violent,fleeing,innocent,0,human,soleProvider,serious,87,6,206.5,179.655
scenario-630,630,option1,Low (Age Only),0,0,0,0,0,average,healthy,none,legal,normal,0,human,none,5,75,uniqueExpert,chronic,property,jaywalking,consented,0,livestock,soleParent,critical,72,5,40,28.8
scenario-630,630,option2,Low (Age Only),0,0,0,1,42,lifesaving,terminal,violent,jaywalking,normal,0,petCat,none,5,11,average,terminal,violent,fleeing,innocent,0,human,soleProvider,serious,87,6,206.5,179.655
scenario-630,630,option1,Medium (+ Occupation/Health/Criminal),1,0,0,0,0,average,healthy,none,legal,normal,0,human,none,5,75,uniqueExpert,chronic,property,jaywalking,consented,0,livestock,soleParent,critical,72,5,39.744,28.6157
scenario-630,630,option2,Medium (+ Occupation/Health/Criminal),1,0,0,1,42,lifesaving,terminal,violent,jaywalking,normal,0,petCat,none,5,11,average,terminal,violent,fleeing,innocent,0,human,soleProvider,serious,87,6,61.2645,53.3001
scenario-630,630,option1,High (+ Legal/Pregnancy/Species),1,1,0,0,0,average,healthy,none,legal,normal,0,human,none,5,75,uniqueExpert,chronic,property,jaywalking,consented,0,livestock,soleParent,critical,72,5,0.6439,0.4636
scenario-630,630,option2,High (+ Legal/Pregnancy/Species),1,1,0,1,42,lifesaving,terminal,violent,jaywalking,normal,0,petCat,none,5,11,average,terminal,violent,fleeing,innocent,0,human,soleProvider,serious,87,6,26.4943,23.05
scenario-630,630,option1,Maximum (+ Network Effects),1,1,1,0,0,average,healthy,none,legal,normal,0,human,none,5,75,uniqueExpert,chronic,property,jaywalking,consented,0,livestock,soleParent,critical,72,5,1.0302,0.7417
scenario-630,630,option2,Maximum (+ Network Effects),1,1,1,1,42,lifesaving,terminal,violent,jaywalking,normal,0,petCat,none,5,11,average,terminal,violent,fleeing,innocent,0,human,soleProvider,serious,87,6,36.9283,32.1276
scenario-631,631,option1,None (Demographic-Blind),0,0,0,3,64,average,chronic,property,reckless,extreme,0,human,primaryCaregiver,4,6,average,healthy,minor,reckless,risky,0,petDog,primaryCaregiver,moderate,74,7,75.8,56.092
scenario-631,631,option2,None (Demographic-Blind),0,0,0,0,0,average,healthy,none,legal,normal,0,human,none,0,0,average,healthy,none,legal,normal,0,human,none,critical,100,0,0,0
scenario-631,631,option1,Low (Age Only),0,0,0,3,64,average,chronic,property,reckless,extreme,0,human,primaryCaregiver,4,6,average,healthy,minor,reckless,risky,0,petDog,primaryCaregiver,moderate,74,7,75.8,56.092
scenario-631,631,option2,Low (Age Only),0,0,0,0,0,average,healthy,none,legal,normal,0,human,none,0,0,average,healthy,none,legal,normal,0,human,none,critical,100,0,0,0
scenario-631,631,option1,Medium (+ Occupation/Health/Criminal),1,0,0,3,64,average,chronic,property,reckless,extreme,0,human,primaryCaregiver,4,6,average,healthy,minor,reckless,risky,0,petDog,primaryCaregiver,moderate,74,7,68.8912,50.9795
scenario-631,631,option2,Medium (+ Occupation/Health/Criminal),1,0,0,0,0,average,healthy,none,legal,normal,0,human,none,0,0,average,healthy,none,legal,normal,0,human,none,critical,100,0,0,0
scenario-631,631,option1,High (+ Legal/Pregnancy/Species),1,1,0,3,64,average,chronic,property,reckless,extreme,0,human,primaryCaregiver,4,6,average,healthy,minor,reckless,risky,0,petDog,primaryCaregiver,moderate,74,7,3.9518,2.9243
scenario-631,631,option2,High (+ Legal/Pregnancy/Species),1,1,0,0,0,average,healthy,none,legal,normal,0,human,none,0,0,average,healthy,none,legal,normal,0,human,none,critical,100,0,0,0
scenario-631,631,option1,Maximum (+ Network Effects),1,1,1,3,64,average,chronic,property,reckless,extreme,0,human,primaryCaregiver,4,6,average,healthy,minor,reckless,risky,0,petDog,primaryCaregiver,moderate,74,7,5.9276,4.3864
scenario-631,631,option2,Maximum (+ Network Effects),1,1,1,0,0,average,healthy,none,legal,normal,0,human,none,0,0,average,healthy,none,legal,normal,0,human,none,critical,100,0,0,0
scenario-632,632,option1,None (Demographic-Blind),0,0,0,1,66,average,chronic,none,minorViolation,consented,0,livestock,soleProvider,2,73,average,healthy,property,reckless,consented,0,petCat,partner,minor,95,3,2.15,2.0425
scenario-632,632,option2,None (Demographic-Blind),0,0,0,0,0,average,healthy,none,legal,normal,0,human,none,2,55,primaryResearcher,healthy,minor,legal,normal,0,petDog,soleProvider,fatal,82,2,60,49.2
scenario-632,632,option1,Low (Age Only),0,0,0,1,66,average,chronic,none,minorViolation,consented,0,livestock,soleProvider,2,73,average,healthy,property,reckless,consented,0,petCat,partner,minor,95,3,2.15,2.0425
scenario-632,632,option2,Low (Age Only),0,0,0,0,0,average,healthy,none,legal,normal,0,human,none,2,55,primaryResearcher,healthy,minor,legal,normal,0,petDog,soleProvider,fatal,82,2,60,49.2
scenario-632,632,option1,Medium (+ Occupation/Health/Criminal),1,0,0,1,66,average,chronic,none,minorViolation,consented,0,livestock,soleProvider,2,73,average,healthy,property,reckless,consented,0,petCat,partner,minor,95,3,1.674,1.5903
scenario-632,632,option2,Medium (+ Occupation/Health/Criminal),1,0,0,0,0,average,healthy,none,legal,normal,0,human,none,2,55,primaryResearcher,healthy,minor,legal,normal,0,petDog,soleProvider,fatal,82,2,94.08,77.1456
scenario-632,632,option1,High (+ Legal/Pregnancy/Species),1,1,0,1,66,average,chronic,none,minorViolation,consented,0,livestock,soleProvider,2,73,average,healthy,property,reckless,consented,0,petCat,partner,minor,95,3,0.0445,0.0423
scenario-632,632,option2,High (+ Legal/Pregnancy/Species),1,1,0,0,0,average,healthy,none,legal,normal,0,human,none,2,55,primaryResearcher,healthy,minor,legal,normal,0,petDog,soleProvider,fatal,82,2,4.704,3.8573
scenario-632,632,option1,Maximum (+ Network Effects),1,1,1,1,66,average,chronic,none,minorViolation,consented,0,livestock,soleProvider,2,73,average,healthy,property,reckless,consented,0,petCat,partner,minor,95,3,0.0519,0.0493
scenario-632,632,option2,Maximum (+ Network Effects),1,1,1,0,0,average,healthy,none,legal,normal,0,human,none,2,55,primaryResearcher,healthy,minor,legal,normal,0,petDog,soleProvider,fatal,82,2,6.5856,5.4002
scenario-633,633,option1,None (Demographic-Blind),0,0,0,3,38,professional,chronic,none,reckless,consented,0,petDog,partner,1,27,unemployed,healthy,property,fleeing,consented,1,petCat,soleProvider,critical,76,4,159.2,120.992
scenario-633,633,option2,None (Demographic-Blind),0,0,0,4,54,average,chronic,minor,reckless,risky,0,human,partner,1,64,professional,healthy,activeCrime,reckless,extreme,0,petCat,parent,minor,75,5,7.25,5.4375
scenario-633,633,option1,Low (Age Only),0,0,0,3,38,professional,chronic,none,reckless,consented,0,petDog,partner,1,27,unemployed,healthy,property,fleeing,consented,1,petCat,soleProvider,critical,76,4,159.2,120.992
scenario-633,633,option2,Low (Age Only),0,0,0,4,54,average,chronic,minor,reckless,risky,0,human,partner,1,64,professional,healthy,activeCrime,reckless,extreme,0,petCat,parent,minor,75,5,7.25,5.4375
scenario-633,633,option1,Medium (+ Occupation/Health/Criminal),1,0,0,3,38,professional,chronic,none,reckless,consented,0,petDog,partner,1,27,unemployed,healthy,property,fleeing,consented,1,petCat,soleProvider,critical,76,4,119.6352,90.9228
scenario-633,633,option2,Medium (+ Occupation/Health/Criminal),1,0,0,4,54,average,chronic,minor,reckless,risky,0,human,partner,1,64,professional,healthy,activeCrime,reckless,extreme,0,petCat,parent,minor,75,5,4.1496,3.1122
scenario-633,633,option1,High (+ Legal/Pregnancy/Species),1,1,0,3,38,professional,chronic,none,reckless,consented,0,petDog,partner,1,27,unemployed,healthy,property,fleeing,consented,1,petCat,soleProvider,critical,76,4,4.1143,3.1269
scenario-633,633,option2,High (+ Legal/Pregnancy/Species),1,1,0,4,54,average,chronic,minor,reckless,risky,0,human,partner,1,64,professional,healthy,activeCrime,reckless,extreme,0,petCat,parent,minor,75,5,1.7952,1.3464
scenario-633,633,option1,Maximum (+ Network Effects),1,1,1,3,38,professional,chronic,none,reckless,consented,0,petDog,partner,1,27,unemployed,healthy,property,fleeing,consented,1,petCat,soleProvider,critical,76,4,4.9925,3.7943
scenario-633,633,option2,Maximum (+ Network Effects),1,1,1,4,54,average,chronic,minor,reckless,risky,0,human,partner,1,64,professional,healthy,activeCrime,reckless,extreme,0,petCat,parent,minor,75,5,1.9764,1.4823
scenario-634,634,option1,None (Demographic-Blind),0,0,0,3,61,primaryResearcher,chronic,violent,reckless,extreme,0,petDog,none,5,41,lifesaving,healthy,activeCrime,reckless,consented,1,petCat,soleParent,critical,97,8,233.6,226.592
scenario-634,634,option2,None (Demographic-Blind),0,0,0,3,16,professional,terminal,violent,jaywalking,normal,0,petCat,partner,2,53,professional,healthy,homicide,legal,innocent,0,petDog,parent,fatal,85,5,271,230.35
scenario-634,634,option1,Low (Age Only),0,0,0,3,61,primaryResearcher,chronic,violent,reckless,extreme,0,petDog,none,5,41,lifesaving,healthy,activeCrime,reckless,consented,1,petCat,soleParent,critical,97,8,233.6,226.592
scenario-634,634,option2,Low (Age Only),0,0,0,3,16,professional,terminal,violent,jaywalking,normal,0,petCat,partner,2,53,professional,healthy,homicide,legal,innocent,0,petDog,parent,fatal,85,5,271,230.35
scenario-634,634,option1,Medium (+ Occupation/Health/Criminal),1,0,0,3,61,primaryResearcher,chronic,violent,reckless,extreme,0,petDog,none,5,41,lifesaving,healthy,activeCrime,reckless,consented,1,petCat,soleParent,critical,97,8,157.5782,152.8509
scenario-634,634,option2,Medium (+ Occupation/Health/Criminal),1,0,0,3,16,professional,terminal,violent,jaywalking,normal,0,petCat,partner,2,53,professional,healthy,homicide,legal,innocent,0,petDog,parent,fatal,85,5,145.3128,123.5159
scenario-634,634,option1,High (+ Legal/Pregnancy/Species),1,1,0,3,61,primaryResearcher,chronic,violent,reckless,extreme,0,petDog,none,5,41,lifesaving,healthy,activeCrime,reckless,consented,1,petCat,soleParent,critical,97,8,6.8971,6.6902
scenario-634,634,option2,High (+ Legal/Pregnancy/Species),1,1,0,3,16,professional,terminal,violent,jaywalking,normal,0,petCat,partner,2,53,professional,healthy,homicide,legal,innocent,0,petDog,parent,fatal,85,5,6.9154,5.8781
scenario-634,634,option1,Maximum (+ Network Effects),1,1,1,3,61,primaryResearcher,chronic,violent,reckless,extreme,0,petDog,none,5,41,lifesaving,healthy,activeCrime,reckless,consented,1,petCat,soleParent,critical,97,8,10.4897,10.175
scenario-634,634,option2,Maximum (+ Network Effects),1,1,1,3,16,professional,terminal,violent,jaywalking,normal,0,petCat,partner,2,53,professional,healthy,homicide,legal,innocent,0,petDog,parent,fatal,85,5,8.3596,7.1056
scenario-635,635,option1,None (Demographic-Blind),0,0,0,0,0,average,healthy,none,legal,normal,0,human,none,1,56,uniqueExpert,terminal,property,jaywalking,consented,0,petDog,none,fatal,95,1,29,27.55
scenario-635,635,option2,None (Demographic-Blind),0,0,0,3,36,average,terminal,violent,reckless,risky,0,livestock,soleProvider,1,38,average,healthy,minor,dui,innocent,0,livestock,soleProvider,moderate,82,4,38.8,31.816
scenario-635,635,option1,Low (Age Only),0,0,0,0,0,average,healthy,none,legal,normal,0,human,none,1,56,uniqueExpert,terminal,property,jaywalking,consented,0,petDog,none,fatal,95,1,29,27.55
scenario-635,635,option2,Low (Age Only),0,0,0,3,36,average,terminal,violent,reckless,risky,0,livestock,soleProvider,1,38,average,healthy,minor,dui,innocent,0,livestock,soleProvider,moderate,82,4,38.8,31.816
scenario-635,635,option1,Medium (+ Occupation/Health/Criminal),1,0,0,0,0,average,healthy,none,legal,normal,0,human,none,1,56,uniqueExpert,terminal,property,jaywalking,consented,0,petDog,none,fatal,95,1,14.4072,13.6868
scenario-635,635,option2,Medium (+ Occupation/Health/Criminal),1,0,0,3,36,average,terminal,violent,reckless,risky,0,livestock,soleProvider,1,38,average,healthy,minor,dui,innocent,0,livestock,soleProvider,moderate,82,4,17.5028,14.3523
scenario-635,635,option1,High (+ Legal/Pregnancy/Species),1,1,0,0,0,average,healthy,none,legal,normal,0,human,none,1,56,uniqueExpert,terminal,property,jaywalking,consented,0,petDog,none,fatal,95,1,0.5835,0.5543
scenario-635,635,option2,High (+ Legal/Pregnancy/Species),1,1,0,3,36,average,terminal,violent,reckless,risky,0,livestock,soleProvider,1,38,average,healthy,minor,dui,innocent,0,livestock,soleProvider,moderate,82,4,0.1918,0.1573
scenario-635,635,option1,Maximum (+ Network Effects),1,1,1,0,0,average,healthy,none,legal,normal,0,human,none,1,56,uniqueExpert,terminal,property,jaywalking,consented,0,petDog,none,fatal,95,1,0.5835,0.5543
scenario-635,635,option2,Maximum (+ Network Effects),1,1,1,3,36,average,terminal,violent,reckless,risky,0,livestock,soleProvider,1,38,average,healthy,minor,dui,innocent,0,livestock,soleProvider,moderate,82,4,0.2685,0.2202
scenario-636,636,option1,None (Demographic-Blind),0,0,0,0,0,average,healthy,none,legal,normal,0,human,none,3,39,average,healthy,activeCrime,minorViolation,risky,0,petCat,none,critical,83,3,110.4,91.632
scenario-636,636,option2,None (Demographic-Blind),0,0,0,2,32,professional,healthy,homicide,dui,innocent,0,livestock,partner,3,49,caregiver,chronic,none,reckless,innocent,0,petCat,parent,minor,96,5,10.7,10.272
scenario-636,636,option1,Low (Age Only),0,0,0,0,0,average,healthy,none,legal,normal,0,human,none,3,39,average,healthy,activeCrime,minorViolation,risky,0,petCat,none,critical,83,3,110.4,91.632
scenario-636,636,option2,Low (Age Only),0,0,0,2,32,professional,healthy,homicide,dui,innocent,0,livestock,partner,3,49,caregiver,chronic,none,reckless,innocent,0,petCat,parent,minor,96,5,10.7,10.272
scenario-636,636,option1,Medium (+ Occupation/Health/Criminal),1,0,0,0,0,average,healthy,none,legal,normal,0,human,none,3,39,average,healthy,activeCrime,minorViolation,risky,0,petCat,none,critical,83,3,44.16,36.6528
scenario-636,636,option2,Medium (+ Occupation/Health/Criminal),1,0,0,2,32,professional,healthy,homicide,dui,innocent,0,livestock,partner,3,49,caregiver,chronic,none,reckless,innocent,0,petCat,parent,minor,96,5,10.7688,10.338
scenario-636,636,option1,High (+ Legal/Pregnancy/Species),1,1,0,0,0,average,healthy,none,legal,normal,0,human,none,3,39,average,healthy,activeCrime,minorViolation,risky,0,petCat,none,critical,83,3,1.4683,1.2187
scenario-636,636,option2,High (+ Legal/Pregnancy/Species),1,1,0,2,32,professional,healthy,homicide,dui,innocent,0,livestock,partner,3,49,caregiver,chronic,none,reckless,innocent,0,petCat,parent,minor,96,5,0.2336,0.2242
scenario-636,636,option1,Maximum (+ Network Effects),1,1,1,0,0,average,healthy,none,legal,normal,0,human,none,3,39,average,healthy,activeCrime,minorViolation,risky,0,petCat,none,critical,83,3,1.4683,1.2187
scenario-636,636,option2,Maximum (+ Network Effects),1,1,1,2,32,professional,healthy,homicide,dui,innocent,0,livestock,partner,3,49,caregiver,chronic,none,reckless,innocent,0,petCat,parent,minor,96,5,0.2887,0.2771
scenario-637,637,option1,None (Demographic-Blind),0,0,0,2,68,unemployed,terminal,minor,fleeing,extreme,0,human,partner,2,11,primaryResearcher,chronic,violent,minorViolation,consented,0,human,partner,critical,84,4,145.6,122.304
scenario-637,637,option2,None (Demographic-Blind),0,0,0,4,73,caregiver,chronic,homicide,legal,extreme,0,livestock,none,0,0,average,healthy,none,legal,normal,0,human,none,fatal,87,4,48,41.76
scenario-637,637,option1,Low (Age Only),0,0,0,2,68,unemployed,terminal,minor,fleeing,extreme,0,human,partner,2,11,primaryResearcher,chronic,violent,minorViolation,consented,0,human,partner,critical,84,4,145.6,122.304
scenario-637,637,option2,Low (Age Only),0,0,0,4,73,caregiver,chronic,homicide,legal,extreme,0,livestock,none,0,0,average,healthy,none,legal,normal,0,human,none,fatal,87,4,48,41.76
scenario-637,637,option1,Medium (+ Occupation/Health/Criminal),1,0,0,2,68,unemployed,terminal,minor,fleeing,extreme,0,human,partner,2,11,primaryResearcher,chronic,violent,minorViolation,consented,0,human,partner,critical,84,4,114.0413,95.7947
scenario-637,637,option2,Medium (+ Occupation/Health/Criminal),1,0,0,4,73,caregiver,chronic,homicide,legal,extreme,0,livestock,none,0,0,average,healthy,none,legal,normal,0,human,none,fatal,87,4,39.5136,34.3768
scenario-637,637,option1,High (+ Legal/Pregnancy/Species),1,1,0,2,68,unemployed,terminal,minor,fleeing,extreme,0,human,partner,2,11,primaryResearcher,chronic,violent,minorViolation,consented,0,human,partner,critical,84,4,93.151,78.2469
scenario-637,637,option2,High (+ Legal/Pregnancy/Species),1,1,0,4,73,caregiver,chronic,homicide,legal,extreme,0,livestock,none,0,0,average,healthy,none,legal,normal,0,human,none,fatal,87,4,0.3951,0.3438
scenario-637,637,option1,Maximum (+ Network Effects),1,1,1,2,68,unemployed,terminal,minor,fleeing,extreme,0,human,partner,2,11,primaryResearcher,chronic,violent,minorViolation,consented,0,human,partner,critical,84,4,102.4661,86.0716
scenario-637,637,option2,Maximum (+ Network Effects),1,1,1,4,73,caregiver,chronic,homicide,legal,extreme,0,livestock,none,0,0,average,healthy,none,legal,normal,0,human,none,fatal,87,4,0.3951,0.3438
scenario-638,638,option1,None (Demographic-Blind),0,0,0,3,56,lifesaving,healthy,minor,fleeing,risky,0,petCat,partner,5,18,uniqueExpert,chronic,minor,fleeing,normal,0,livestock,none,critical,72,8,337.6,243.072
scenario-638,638,option2,None (Demographic-Blind),0,0,0,0,0,average,healthy,none,legal,normal,0,human,none,4,30,average,terminal,activeCrime,reckless,extreme,0,petDog,soleParent,serious,83,4,110,91.3
scenario-638,638,option1,Low (Age Only),0,0,0,3,56,lifesaving,healthy,minor,fleeing,risky,0,petCat,partner,5,18,uniqueExpert,chronic,minor,fleeing,normal,0,livestock,none,critical,72,8,337.6,243.072
scenario-638,638,option2,Low (Age Only),0,0,0,0,0,average,healthy,none,legal,normal,0,human,none,4,30,average,terminal,activeCrime,reckless,extreme,0,petDog,soleParent,serious,83,4,110,91.3
scenario-638,638,option1,Medium (+ Occupation/Health/Criminal),1,0,0,3,56,lifesaving,healthy,minor,fleeing,risky,0,petCat,partner,5,18,uniqueExpert,chronic,minor,fleeing,normal,0,livestock,none,critical,72,8,385.9632,277.8935
scenario-638,638,option2,Medium (+ Occupation/Health/Criminal),1,0,0,0,0,average,healthy,none,legal,normal,0,human,none,4,30,average,terminal,activeCrime,reckless,extreme,0,petDog,soleParent,serious,83,4,13.2,10.956
scenario-638,638,option1,High (+ Legal/Pregnancy/Species),1,1,0,3,56,lifesaving,healthy,minor,fleeing,risky,0,petCat,partner,5,18,uniqueExpert,chronic,minor,fleeing,normal,0,livestock,none,critical,72,8,4.627,3.3314
scenario-638,638,option2,High (+ Legal/Pregnancy/Species),1,1,0,0,0,average,healthy,none,legal,normal,0,human,none,4,30,average,terminal,activeCrime,reckless,extreme,0,petDog,soleParent,serious,83,4,0.231,0.1917
scenario-638,638,option1,Maximum (+ Network Effects),1,1,1,3,56,lifesaving,healthy,minor,fleeing,risky,0,petCat,partner,5,18,uniqueExpert,chronic,minor,fleeing,normal,0,livestock,none,critical,72,8,4.806,3.4603
scenario-638,638,option2,Maximum (+ Network Effects),1,1,1,0,0,average,healthy,none,legal,normal,0,human,none,4,30,average,terminal,activeCrime,reckless,extreme,0,petDog,soleParent,serious,83,4,0.3696,0.3068
scenario-639,639,option1,None (Demographic-Blind),0,0,0,2,52,average,healthy,violent,legal,innocent,0,petDog,none,0,0,average,healthy,none,legal,normal,0,human,none,minor,91,2,3.3,3.003
scenario-639,639,option2,None (Demographic-Blind),0,0,0,1,60,primaryResearcher,terminal,activeCrime,legal,extreme,0,human,parent,1,74,unemployed,terminal,minor,reckless,innocent,0,human,parent,minor,89,2,1.8,1.602
scenario-639,639,option1,Low (Age Only),0,0,0,2,52,average,healthy,violent,legal,innocent,0,petDog,none,0,0,average,healthy,none,legal,normal,0,human,none,minor,91,2,3.3,3.003
scenario-639,639,option2,Low (Age Only),0,0,0,1,60,primaryResearcher,terminal,activeCrime,legal,extreme,0,human,parent,1,74,unemployed,terminal,minor,reckless,innocent,0,human,parent,minor,89,2,1.8,1.602
scenario-639,639,option1,Medium (+ Occupation/Health/Criminal),1,0,0,2,52,average,healthy,violent,legal,innocent,0,petDog,none,0,0,average,healthy,none,legal,normal,0,human,none,minor,91,2,3.102,2.8228
scenario-639,639,option2,Medium (+ Occupation/Health/Criminal),1,0,0,1,60,primaryResearcher,terminal,activeCrime,legal,extreme,0,human,parent,1,74,unemployed,terminal,minor,reckless,innocent,0,human,parent,minor,89,2,0.3855,0.3431
scenario-639,639,option1,High (+ Legal/Pregnancy/Species),1,1,0,2,52,average,healthy,violent,legal,innocent,0,petDog,none,0,0,average,healthy,none,legal,normal,0,human,none,minor,91,2,0.1551,0.1411
scenario-639,639,option2,High (+ Legal/Pregnancy/Species),1,1,0,1,60,primaryResearcher,terminal,activeCrime,legal,extreme,0,human,parent,1,74,unemployed,terminal,minor,reckless,innocent,0,human,parent,minor,89,2,0.2219,0.1975
scenario-639,639,option1,Maximum (+ Network Effects),1,1,1,2,52,average,healthy,violent,legal,innocent,0,petDog,none,0,0,average,healthy,none,legal,normal,0,human,none,minor,91,2,0.1551,0.1411
scenario-639,639,option2,Maximum (+ Network Effects),1,1,1,1,60,primaryResearcher,terminal,activeCrime,legal,extreme,0,human,parent,1,74,unemployed,terminal,minor,reckless,innocent,0,human,parent,minor,89,2,0.2884,0.2567
scenario-640,640,option1,None (Demographic-Blind),0,0,0,0,0,average,healthy,none,legal,normal,0,human,none,0,0,average,healthy,none,legal,normal,0,human,none,serious,91,0,0,0
scenario-640,640,option2,None (Demographic-Blind),0,0,0,3,57,unemployed,chronic,activeCrime,jaywalking,extreme,0,human,none,5,35,uniqueExpert,chronic,minor,fleeing,normal,0,petDog,soleProvider,critical,89,8,267.2,237.808
scenario-640,640,option1,Low (Age Only),0,0,0,0,0,average,healthy,none,legal,normal,0,human,none,0,0,average,healthy,none,legal,normal,0,human,none,serious,91,0,0,0
scenario-640,640,option2,Low (Age Only),0,0,0,3,57,unemployed,chronic,activeCrime,jaywalking,extreme,0,human,none,5,35,uniqueExpert,chronic,minor,fleeing,normal,0,petDog,soleProvider,critical,89,8,267.2,237.808
scenario-640,640,option1,Medium (+ Occupation/Health/Criminal),1,0,0,0,0,average,healthy,none,legal,normal,0,human,none,0,0,average,healthy,none,legal,normal,0,human,none,serious,91,0,0,0
scenario-640,640,option2,Medium (+ Occupation/Health/Criminal),1,0,0,3,57,unemployed,chronic,activeCrime,jaywalking,extreme,0,human,none,5,35,uniqueExpert,chronic,minor,fleeing,normal,0,petDog,soleProvider,critical,89,8,226.1952,201.3137
scenario-640,640,option1,High (+ Legal/Pregnancy/Species),1,1,0,0,0,average,healthy,none,legal,normal,0,human,none,0,0,average,healthy,none,legal,normal,0,human,none,serious,91,0,0,0
scenario-640,640,option2,High (+ Legal/Pregnancy/Species),1,1,0,3,57,unemployed,chronic,activeCrime,jaywalking,extreme,0,human,none,5,35,uniqueExpert,chronic,minor,fleeing,normal,0,petDog,soleProvider,critical,89,8,11.8238,10.5232
scenario-640,640,option1,Maximum (+ Network Effects),1,1,1,0,0,average,healthy,none,legal,normal,0,human,none,0,0,average,healthy,none,legal,normal,0,human,none,serious,91,0,0,0
scenario-640,640,option2,Maximum (+ Network Effects),1,1,1,3,57,unemployed,chronic,activeCrime,jaywalking,extreme,0,human,none,5,35,uniqueExpert,chronic,minor,fleeing,normal,0,petDog,soleProvider,critical,89,8,13.9406,12.4072
scenario-641,641,option1,None (Demographic-Blind),0,0,0,3,45,uniqueExpert,chronic,minor,legal,innocent,0,livestock,soleParent,1,45,skilled,healthy,property,minorViolation,extreme,1,human,none,fatal,86,4,160,137.6
